Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of Incident,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Organisation Affected,Programme Focus,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Known Kidnapping or Arrest Outcome,Aid Workers Killed in Captivity,International Aid Workers Killed,International Aid Workers Killed in Captivity,National Aid Workers Killed,National Aid Workers Killed in Captivity,Female Aid Workers Killed,Female Aid Workers Killed in Captivity,Male Aid Workers Killed,Male Aid Workers Killed in Captivity,International Aid Workers Injured,National Aid Workers Injured,Female Aid Workers Injured,Male Aid Workers Injured,International Aid Workers Kidnapped,National Aid Workers Kidnapped,Female Aid Workers Kidnapped,Male Aid Workers Kidnapped,International Aid Workers Arrested,National Aid Workers Arrested,Female Aid Workers Arrested,Male Aid Workers Arrested,SiND Event ID
2024-01-17,"17 January 2024: In Tulkarm Refugee Camp, a male and a female PRCS paramedic were injured when an Israeli airstrike hit an ambulance.",OPT,PSE,West Bank,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Red Cross (Nat Soc),Health,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,43796
2024-01-17,"17 January 2024: In Tulkarm Refugee Camp, five PRCS staff members were detained by Israeli forces  while they were working. ",OPT,PSE,West Bank,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,0,0,5,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,43791
2024-01-16,"16 January 2024: The vicinity of a medical facility was shelled, causing severe damage and panic among patients, medical staff, and displaced individuals seeking refuge there. A health worker was injured.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Shelling,Red Cross (Nat Soc),Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,43621
2024-01-15,January 2024: An aid worker was injured when two gunmen on motorbikes opened fire at him.,Syria,SYR,Deir Ezzor Governorate,35.2,40.2,"(4) Province, State, Governorate ",Road,NSA,Unidentified armed actor,Firearms,NGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,44484
2024-01-12,January 2024: A Red Cross ambulance driver was shot while on duty in a vehicle clearly marked with the organisation's emblem. He was severely injured and died before reaching medical facility. ,Ethiopia,ETH,Tigray,13.8,39.1,"(3) District, Communicipality or Commune ",Road,No Information,Unidentified armed actor,Firearms,Red Cross (Nat Soc),Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43868
2024-01-11,January 2024: Three national INGO aid workers were kidnapped by Boko Haram fighters while at a project visit.,Cameroon,CMR,Far-North,11.1,14.3,(2) 25 km Precision ,Project site,No Information,Unidentified armed actor,Firearms,INGO,Health,0,0,3,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43907
2024-01-10,"10 January 2024: In Maghazi Refugee Camp, four PRCS ambulance crew members were killed and two injured by Israeli bombing while travelling inside an ambulance transporting wounded civilians. All passengers, including a photographer who joined to document the scene, were killed.",OPT,PSE,Gaza Strip,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Red Cross (Nat Soc),Health,4,0,0,0,,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,43430
2024-01-09,09 January 2024: Seven aid workers on board trucks delivering flour to IDPs sheltering in schools were shot dead by Israeli forces. ,OPT,PSE,Gaza Strip,,,censored by HDX,Project site,Host Government: Military,Israeli Defence Forces,Firearms,NGO,Hunger,7,0,0,0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43668
2024-01-09,"As reported on 09 January 2024: In Al-Bureij refugee camp, an Israeli military medic and Red Cross volunteer was killed by explosives intended to demolish an underground tunnel. ",OPT,PSE,Gaza Strip,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Red Cross (Nat Soc),Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45165
2024-01-09,"January 2024: An INGO security guard was stabbed to death by unidentified perpetrators at the organisation's health facility. 
",South Sudan,SSD,Eastern Equatoria,4.1,33.8,"(4) Province, State, Governorate ",Health Building,No Information,Unidentified armed actor,Knife,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43870
2024-01-08,January 2024: A male INGO aid worker was arrested.,Myanmar,MMR,No Information,17.1,95.9,(6) Country,No information,Police,Myanmar Police Force,Firearms,INGO,No information,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65183
2024-01-08,January 2024: An INGO staff member was arrested and temporarily detained by NSAG. The organisation suspended travels as a reaction.,DRC,COD,North Kivu,0.5,29.4,(2) 25 km Precision ,No information,NSA,Unidentified armed actor,Firearms,INGO,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47025
2024-01-08,January 2024: A volunteer organisation guard and two other civilians were kidnapped by Wagner mercenaries. ,Mali,MLI,Kidal,18.4,1.4,"(3) District, Communicipality or Commune ",No information,NSA,Wagner Group,Firearms,Red Cross (Nat Soc),Health,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,43603
2024-01-06,January 2024: Three LNGO workers and an ambulance were arrested by junta police. Two LNGO workers were later released but the ambulance and driver were detained.,Myanmar,MMR,Rakhine,20.1,92.9,(2) 25 km Precision ,Ship/Water,Police,Myanmar Police Force,Firearms,LNGO,Health,0,0,0,3,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43848
2024-01-06,06 January 2024: An international volunteer was killed by unidentified perpetrators. His body was found by the Wagner group.,Ukraine,UKR,Oblast de Donetsk,48.7,37.8,(2) 25 km Precision ,No information,NSA,Unidentified armed actor,Firearms,NGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43858
2024-01-05,January 2024: An INGO doctor was shot and killed in front of his house by gunmen.,Yemen,YEM,Ad Dali' Governorate,13.9,44.7,(2) 25 km Precision ,Home,NSA,Unidentified armed actor,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43856
2024-01-05,05 January 2024: An off-duty INGO driver and three civilians were killed by unidentified armed actors during an attack on the village. ,Mozambique,MOZ,Cabo Delgado Province,-11.4,40.1,(2) 25 km Precision ,No information,NSA,Unidentified armed actor,Firearms,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43857
2024-01-04,"04 January 2024: A UNRWA warehouse was hit, killing a UN staff member. Five UNRWA staff members werealso detained, three of whom were later released while two remain detained.",OPT,PSE,Gaza Strip,,,censored by HDX,Warehouse,Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,UN Agency,Multiple,1,0,0,5,Freed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45027
2024-01-03,January 2024: An unspecified number of young men working in Emergency Monitoring Rooms run by local volunteers and aid organisations were tortured by suspected SAF members. ,Sudan,SDN,Sennar State,13.2,34.1,(2) 25 km Precision ,Project site,Host Government: Military,Sudanese Armed Forces,Firearms,NGO,Health,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,44051
2024-01-02,"02 January 2024: The PRCS headquarters was hit by Israeli bombing, killing five, including a five-day-old newborn baby, and injuring three among the displaced individuals seeking refuge at the PRCS premises. A volunteer first-responder was among the injured.",OPT,PSE,Gaza Strip,,,censored by HDX,Compound or Office Building,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Red Cross (Nat Soc),Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,43049
2024-01-02,January 2024: A volunteer staff member was kidnapped by suspected Wagner Group members.,Mali,MLI,Kidal,19.1,1.4,(2) 25 km Precision ,No information,NSA,Wagner Group,Firearms,Red Cross (Nat Soc),Health,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43854
2024-01-01,January 2024: A national INGO aid worker was injured by another aid worker in a disagreement. ,South Sudan,SSD,Upper Nile,9.5,31.6,"(3) District, Communicipality or Commune ",No information,Staff Worker,Employee,No Information on the Weapon Used,INGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43852
2024-01-01,January 2024: An INGO health worker was kidnapped by al-Shabaab fighters. They were later released.,Somalia,SOM,Gedo,3.8,42.5,(2) 25 km Precision ,No information,NSA,Al-Shabaab,Firearms,NGO,Health,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,86632
2024-01-01,January 2024:  Three INGO staff members and 27 IDPs were detained by Israeli forces following the partial destruction of a school housing thousands of IDPs by Israeli tanks. Men were separated and left in their underwear.,OPT,PSE,Gaza Strip,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,UN Agency,Hunger,0,0,0,3,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,43488
2024-01-01,January 2024: An INGO male staff member was arrested.,Ethiopia,ETH,No Information,10.2,38.6,(6) Country,No information,Police,Ethiopian Police,Firearms,INGO,No information,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65184
2023-12-31,December 2023: A humanitarian worker was killed by Israeli naval ships. ,OPT,PSE,Gaza Strip,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Firearms,NGO,Hunger,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43664
2023-12-26,26 December 2023: A PRCS administrator and his son were arrested at their home by Israeli soldiers.,OPT,PSE,Gaza Strip,,,censored by HDX,Home,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,46321
2023-12-26,26 December 2023: Health workers were arrested from the Red Cross headquarters by Israeli soldiers and taken to an unknown destination. ,OPT,PSE,Gaza Strip,,,censored by HDX,Compound or Office Building,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42877
2023-12-25,"December 2023: The SAF beat and arrested several young volunteers while they were providing services to IDPs at a market. Other volunteers were also arrested. Several volunteers were later released, but four remained detained. 
",Sudan,SDN,Sennar State,13.1,33.9,(2) 25 km Precision ,Project site,Host Government: Military,Sudanese Armed Forces,Firearms,NGO,Hunger,0,9,0,9,Freed,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,43614
2023-12-24,"December 2023: An LNGO ambulance transporting an injured junta policeman was attacked by the local resistance forces, killing the injured policeman and accompanying four policemen.  The ambulance was torched and the two LNGO workers were abducted. They were later released",Myanmar,MMR,Sagaing Region,22.1,95.1,"(3) District, Communicipality or Commune ",Road,NSA,Unidentified armed actor,Arson,LNGO,Health,0,0,2,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,43015
2023-12-24,December 2023: A local NGO aid worker was injured by an IED which exploded at a police checkpoint. The staff member later died from their injuries. ,Somalia,SOM,Bay,3.1,43.6,(2) 25 km Precision ,Checkpoint,No Information,Unidentified armed actor,Unspecified IED,LNGO,No information,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,45693
2023-12-22,December 2023: INGO driver and logistics manager were taken away by South Sudanese military intelligence officers but released during the day thanks to the intervention of local authorities.,South Sudan,SSD,Upper Nile,11.7,32.8,"(3) District, Communicipality or Commune ",No information,Police,Intelligence/security forces (South Sudan),Firearms,INGO,Economic,0,0,0,2,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,49241
2023-12-22,22 December 2023: A doctor went missing on his way to medical facility. His body was found a week later after reportedly being killed by an Israeli sniper.,OPT,PSE,Gaza Strip,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Firearms,NGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42841
2023-12-22,"December 2023: An INGO aid worker was killed alongside his wife, three sons, and two daughters as an airstrike hit the area where they were sheltering. ",OPT,PSE,Gaza Strip,,,censored by HDX,Home,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,UN Agency,Economic,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42993
2023-12-21,"21 December 2023: A besieged ambulance centre was stormed by Israel forces who destroyed the wireless communication system in the centre and arrested an unspecified number of team members and paramedics. Women were trapped alone inside the centre. The following day, some staff and paramedics were released after being beaten. Eight staff members remained in custody. Around 12 January, one paramedic was released, and a volunteer was released on 19th January. Reportedly five others remained in custody. Another two were released on 01 and 08 February. Two medics were also released on an unknown date.
",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,1,0,9,Freed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,42825
2023-12-21,"21 December 2023: In Jabalia Refugee Camp, a female nurse working at a NGO besieged medical facility was shot by Israeli snipers. The medical facility continues to be besieged after 17 days.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42822
2023-12-20,20 December 2023: PRCS staff were amongst 12 injured when Israeli airstrikes hit the vicinity of a PRCS medical facility.,OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Red Cross (Nat Soc),Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42767
2023-12-19,19 December 2023: A UNRWA employee and three IDPs sheltering in a school were injured.,OPT,PSE,Gaza Strip,,,censored by HDX,School,Host Government: Military,Israeli Defence Forces,Shelling,UN Agency,Protection,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43634
2023-12-19,December 2023: A national NGO aid worker was beaten and injured by the Central African Armed Forces (FACA) after accidently hitting a child when riding his motorbike and taking him for medical attention. ,CAR,CAF,Basse-Kotto,4.3,21.1,"(3) District, Communicipality or Commune ",Road,Host Government: Military,Central African Armed Forces,Firearms,LNGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,44021
2023-12-18,"18 December 2023: An NGO medical facility was stormed and taken over by Israeli forces who destroyed the main entrance, rendering it out of service, and ordered everyone, including medical staff, to leave. At least two doctors, a paediatrician and surgeon, were arrested. The paediatrician was released on 3 February and the surgeon on 06 July. Both reported being tortured in Israeli prison.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,0,0,0,2,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,42740
2023-12-17,17 December 2023: A PRCS volunteer was arrested by Israeli forces from an ambulance while heading to transport a medical case from the camp after obtaining coordination. ,OPT,PSE,West Bank,,,censored by HDX,IDP Refugee Camp,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42895
2023-12-17,"17 December 2023: 21 health workers, including six INGO staff and the director of the NGO medical facility were detained by Israeli forces when the facility was stormed. They were stripped and interrogated before most were released. The medical facility director was taken away and his whereabouts are unclear. On 05 September, a health worker was released through a military checkpoint. The medical facility director and a security director reportedly remain in Israeli prison. ",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,0,0,0,21,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,42689
2023-12-16,December 2023: An LNGO president was abducted from her home by the Myanmar military on accusations of being a People’s Defence Force informant. ,Myanmar,MMR,Mon State,16.9,97.3,(2) 25 km Precision ,Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,43007
2023-12-15,"December 2023: Two INGO staff members got into a fight due to political disagreement, exacerbated by alcohol. One of the staff member accused the other one of not standing against the auhorities, and the other staff member argued that any behaviour against them would be reported and could cause trouble to the INGO and its staff members. ",Myanmar,MMR,Mon State,16.9,97.3,"(3) District, Communicipality or Commune ",No information,Staff Worker,Employee,Unarmed Perpetrator,INGO,Economic,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45651
2023-12-15,15 December 2023: A nutritionist was killed alongside her parents when Israeli forces bombed the house they had been displaced to.,OPT,PSE,Gaza Strip,,,censored by HDX,Home,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,NGO,Health,1,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85377
2023-12-12,December 2023: An INGO staff member was detained by police. ,Afghanistan,AFG,Takhar Province,36.7,69.5,"(3) District, Communicipality or Commune ",No information,Police,Afghan National Police,Firearms,INGO,No information,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44568
2023-12-12,"As reported on 12 December 2023: An INGO aid worker was killed alongside his family, in an Israeli airstrike. ",OPT,PSE,Gaza Strip,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42977
2023-12-12,"December 2023: INGO staff was arrested due to the non-payment of the employees wages/dues. The court instead of summoning the company to the court, arrested the staff. He was later released on bail on the same day.  ",South Sudan,SSD,Jonglei,6.2,31.5,"(3) District, Communicipality or Commune ",No information,Police,Judicial (South Sudan),Firearms,INGO,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,45650
2023-12-11,"11 December 2023: Two PRCS paramedics were stopped, forced out of the ambulance and beaten by Israeli soldiers after confrontations broke out in the village.",OPT,PSE,West Bank,,,censored by HDX,Road,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,42482
2023-12-11,"11 December 2023: In Jabalia Camp, an INGO surgeon was shot and injured by an Israeli sniper while at a besieged NGO medical facility.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42545
2023-12-11,December 2023: An aid worker was kidnapped for a day by the RSF. The building was also looted and vandalised. ,Sudan,SDN,Khartoum State,15.6,32.4,(2) 25 km Precision ,Compound or Office Building,NSA,Rapid Support Forces,Firearms,LNGO,No information,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43606
2023-12-10,December 2023: Aqrabat. An INGO-contrated cleaning staff was stopped at a checkpoint and arrested saying he was wanted. They took him to a prison in Idlib city where he spent two days before being released. He was arrested and detaineddue to the similarity of his name with a wanted person. ,Syria,SYR,Idlib Governorate,36.2,36.7,(2) 25 km Precision ,Checkpoint,Police,Syrian Public Security Police,Firearms,INGO,WASH,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,45069
2023-12-10,10 December 2023: A PRCS volunteer psychologist was killed during Israeli bombing.,OPT,PSE,Gaza Strip,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Red Cross (Nat Soc),Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42539
2023-12-10,"December 2023: Two people were killed and seven injured including three ICRC staff members, as a convoy was attacked by the SAF while evacuating civilians ",Sudan,SDN,Khartoum State,15.5,32.4,(2) 25 km Precision ,Open Space,Host Government: Military,Sudanese Armed Forces,Firearms,Red Cross (ICRC/IFRC),No information,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42889
2023-12-10,December 2023: A national NGO aid worker was wounded when armed men ambushed a private vehicle. Two other civilians were also injured.,South Sudan,SSD,Central Equatoria,5.2,31.6,"(3) District, Communicipality or Commune ",Road,NSA,Unidentified armed actor,Firearms,LNGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44020
2023-12-09,"09 December 2023: A convoy of six PRCS ambulances, accompanied by UN vehicles, was subjected to a two-hour inspection by Israeli forces whilst crossing a military checkpoint which separated the north of the strip from the south in order to evacuate critically ill patients from a medical facility. Two paramedics were detained and released once the convoy was allowed to pass.",OPT,PSE,Gaza Strip,,,censored by HDX,Checkpoint,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,0,0,2,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,42515
2023-12-09,"09 December 2023: During the inspection of a PRCS convoy returning from a medical facility, a paramedic was detained for the second time by Israeli soldiers. He was beaten, threatened, stripped naked and handcuffed, and upon his release, was forced to walk over the checkpoint for more than two kms.",OPT,PSE,Gaza Strip,,,censored by HDX,Checkpoint,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,1,0,1,Freed,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,42518
2023-12-09,"09 December 2023: In Jabalia Camp, two health workers were reportedly shot and killed by Israeli forces during the continued siege of a NGO medical facility.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,2,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42534
2023-12-08,08 December 2023: A NGO medical facility worker was shot and killed by an Israeli sniper stationed around the medical facility after he stood too close to a window. The son of another staff member was also shot and injured. ,OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42533
2023-12-08,"08 December 2023: In Jabalia Refugee Camp, the cleaner of a NGO hospital was killed by an Israeli sniper stationed around the medical facility.",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42477
2023-12-07,"07 December 2023: An INGO health worker was killed by Israeli bombardments on his neighbourhood. 
",OPT,PSE,No Information,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,INGO,Health,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43675
2023-12-07,"07 December 2023: A male UN nurse was arrested by Israeli forces during a ground incursion in the area.
",OPT,PSE,Gaza Strip,,,censored by HDX,No information,Host Government: Military,Israeli Defence Forces,Firearms,UN Agency,Health,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85229
2023-12-07,"December 2023: An INGO aid worker was robbed by two men on a motorcycle. They dragged him down, grabbed his backpack and disappeared. INGO laptop, phone and a pasport was stolen. Light physical injury was reported. ",Cameroon,CMR,Centre,3.8,11.5,"(3) District, Communicipality or Commune ",Road,Criminal,Criminal,Unarmed Perpetrator,INGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45212
2023-12-07,"December 2023: An NGO staff member was detained at a clinic by the Taliban security agents as part of a larger operation. He was later released.
",Afghanistan,AFG,Ghor Province,34.3,64.6,(2) 25 km Precision ,Health Building,Police,Islamic Emirate of Afghanistan,Firearms,NGO,Health,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44952
2023-12-07,"07 December 2023: In Jabalia camp, a senior medical nurse and an unspecified number of others were killed when Israeli snipers fired at and NGO hospital",OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42420
2023-12-07,"07 December 2023: A male researcher was arrested when Israeli forces stormed a project area. Hundreds of other Palestinians were also detained, including a 48-year-old school director, and a 56-year-old staffer. ",OPT,PSE,Gaza Strip,,,censored by HDX,Project site,Host Government: Military,Israeli Defence Forces,Firearms,"LNGO, UN Agency",No information,0,0,0,3,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,42976
2023-12-07,"As reported on 07 December 2023: A female staff member went missing, believed to be detained by Israeli forces. ",OPT,PSE,Gaza Strip,,,censored by HDX,Checkpoint,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,UN Agency,Human rights,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,42972
2023-12-05,05 December 2023: The civil defense and ambulance headquarters was bombed by Israeli forces. A  nurse working for an NGO medical facility was killed in the attack.,OPT,PSE,Gaza Strip,,,censored by HDX,Health Building,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,NGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69037
2023-12-05,December 2023: A male INGO worker was arrested by the Myanmar military.,Myanmar,MMR,Rakhine,20.1,92.9,(2) 25 km Precision ,No information,Host Government: Military,Myanmar Armed Forces,Firearms,INGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,43114
2023-12-05,05 December 2023: Two Red Cross ambulances were damaged by Israeli tank artillery while they were responding to casualties. A paramedic was injured.,OPT,PSE,Gaza Strip,,,censored by HDX,Road,Host Government: Military,Israeli Defence Forces,Artillery,Red Cross (Nat Soc),Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42423
2023-12-05,December 2023. INGO contractor held for questioning.,Sudan,SDN,Central Darfur State,12.3,23.1,(2) 25 km Precision ,Road,Police,Sudan Police Force,Firearms,INGO,Hunger,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45202
